PS,GeneID,gamete
8,dis_TRINITY_DN11264_c0_g1,4.532117680080602
1,dis_TRINITY_DN11265_c0_g1,5.406103509569496
2,dis_TRINITY_DN11268_c0_g1,4.494468388227107
1,dis_TRINITY_DN11269_c0_g1,7.065793603310097
7,dis_TRINITY_DN1127_c0_g1,4.811778079640451
1,dis_TRINITY_DN11271_c0_g1,3.3968798783771965
2,dis_TRINITY_DN11271_c0_g2,4.342938522042852
8,dis_TRINITY_DN11281_c0_g1,0.9059549667008557
7,dis_TRINITY_DN11281_c0_g2,3.0266595380336474
7,dis_TRINITY_DN11288_c0_g1,0.350380752506312
8,dis_TRINITY_DN11288_c0_g2,5.944861521181932
8,dis_TRINITY_DN1129_c0_g1,2.8091933642488875
1,dis_TRINITY_DN11290_c0_g3,3.491069994896676
8,dis_TRINITY_DN1130_c0_g1,3.5543118167107473
8,dis_TRINITY_DN1130_c0_g2,3.4592801920471485
2,dis_TRINITY_DN11304_c0_g1,4.700978813765038
7,dis_TRINITY_DN11307_c0_g1,6.508260168451875
8,dis_TRINITY_DN1131_c0_g1,2.0849529046386417
8,dis_TRINITY_DN1131_c0_g2,2.364246135768788
8,dis_TRINITY_DN1132_c0_g1,3.017696320359196
8,dis_TRINITY_DN11324_c0_g1,8.046504247061762
8,dis_TRINITY_DN11326_c0_g1,4.134999561062374
8,dis_TRINITY_DN11328_c0_g1,7.021143734186219
1,dis_TRINITY_DN11328_c0_g3,6.977902647617578
7,dis_TRINITY_DN1133_c0_g2,4.3358775164309025
7,dis_TRINITY_DN11338_c0_g1,5.502003631540382
8,dis_TRINITY_DN11345_c0_g2,1.2756643492478148
8,dis_TRINITY_DN11348_c0_g1,2.6717426841565732
8,dis_TRINITY_DN11349_c0_g1,4.798259748521544
8,dis_TRINITY_DN1135_c0_g1,2.8709012543520416
7,dis_TRINITY_DN11354_c0_g1,1.9739598916967285
1,dis_TRINITY_DN11356_c1_g1,6.329264686711595
1,dis_TRINITY_DN11356_c1_g3,3.5846429336519083
7,dis_TRINITY_DN11358_c0_g1,5.323909343701679
8,dis_TRINITY_DN1136_c0_g1,3.9053346674560605
1,dis_TRINITY_DN11360_c0_g1,4.995068309933757
8,dis_TRINITY_DN11368_c0_g1,3.3479835029129412
8,dis_TRINITY_DN11369_c0_g1,2.243599246298274
